,Incident_ID,grid_id,Date,Hour
68,395143,14956,2022-03-02,9
69,402218,14958,2022-06-02,18
70,393502,15241,2022-02-18,17
71,393427,15257,2022-02-18,17
72,341042,15271,2020-02-10,0
73,116835,15615,2012-01-05,20
74,393774,15615,2022-02-18,23
75,50105,15640,2007-03-18,14
76,335557,15959,2019-12-08,10
77,433537,15987,2023-07-05,11
78,434267,15987,2023-07-05,11
79,435462,15987,2023-07-17,9
80,47649,16302,2007-01-25,12
81,393701,16335,2022-02-18,20
82,393817,16607,2022-02-19,8
83,393943,16607,2022-02-19,13
84,109550,16643,2011-06-16,19
85,283125,16659,2017-09-13,9
86,433666,16677,2023-07-05,15
87,434396,16677,2023-07-05,15
88,443439,16678,2023-11-02,16
89,112593,16956,2011-09-12,18
90,326846,16966,2019-08-10,15
91,55319,16979,2007-06-26,12
92,436627,16985,2023-08-02,20
93,404613,16989,2022-07-02,16
94,340748,17317,2020-02-09,14
95,393140,17362,2022-02-18,16
96,368659,17650,2021-03-11,10
97,290224,17663,2017-12-13,15
98,393953,17666,2022-02-19,13
99,432324,17675,2023-06-25,0
100,393733,17706,2022-02-18,21
101,391429,17708,2022-01-31,10
102,392948,17709,2022-02-18,15
103,320217,18036,2019-05-18,12
104,433680,18044,2023-07-05,15
105,434410,18044,2023-07-05,15
106,433594,18048,2023-07-05,12
107,434324,18048,2023-07-05,12
108,115137,18348,2011-11-27,12
109,391494,18389,2022-01-31,16
110,127770,18683,2012-09-29,12
111,393864,18704,2022-02-19,10
112,37587,19028,2006-08-02,10
113,127520,19034,2012-09-24,17
114,433242,19042,2023-07-05,9
115,433972,19042,2023-07-05,9
116,391408,19063,2022-01-31,9
117,393594,19369,2022-02-18,18
118,284848,19374,2017-10-05,12
119,393630,19374,2022-02-18,18
120,280272,19385,2017-08-04,17
121,393495,19386,2022-02-18,17
122,81985,19713,2009-05-11,18
123,292072,19724,2018-01-03,13
124,393068,20049,2022-02-18,15
125,407790,20066,2022-08-12,16
126,442535,20067,2023-10-22,2
127,326149,20364,2019-07-31,19
128,322048,20722,2019-06-08,14
129,393465,20724,2022-02-18,17
130,81868,20730,2009-05-08,16
131,55203,21068,2007-06-23,16
132,101821,21069,2010-11-12,7
133,434533,21091,2023-07-06,11
134,373340,21399,2021-05-21,19
135,394063,21428,2022-02-19,18
136,412656,21762,2022-10-15,15
137,393033,21773,2022-02-18,15
138,393616,21773,2022-02-18,18
139,372238,22079,2021-05-04,19
140,82570,22107,2009-05-26,8
141,137113,22107,2013-03-24,10
142,322124,22112,2019-06-08,18
143,394135,22441,2022-02-20,9
144,433647,22443,2023-07-05,14
145,434377,22443,2023-07-05,14
146,354633,22451,2020-08-26,11
147,354639,22452,2020-08-26,12
148,342094,22459,2020-02-23,13
149,341103,22463,2020-02-10,12
150,393855,22784,2022-02-19,9
151,443472,23091,2023-11-02,19
152,70040,23112,2008-06-22,17
153,393601,23141,2022-02-18,18
154,393773,23451,2022-02-18,23
155,283167,23457,2017-09-13,11
156,338886,23457,2020-01-14,17
157,283202,23799,2017-09-13,14
158,282070,24100,2017-08-30,9
159,308512,24122,2018-07-28,16
160,405564,24133,2022-07-14,12
161,83816,24139,2009-06-30,19
162,335555,24139,2019-12-08,10
163,433061,24140,2023-07-05,7
164,433791,24140,2023-07-05,7
165,112564,24162,2011-09-12,16
166,282983,24443,2017-09-11,11
167,392906,24466,2022-02-18,15
168,82017,24476,2009-05-12,17
169,321682,24477,2019-06-06,1
170,433059,24484,2023-07-05,7
171,433789,24484,2023-07-05,7
172,393802,24808,2022-02-19,6
173,443452,24808,2023-11-02,17
174,275427,24820,2017-06-07,17
175,39614,24828,2006-09-12,10
176,340673,24828,2020-02-09,11
177,46134,24832,2007-01-09,16
178,394118,24842,2022-02-20,8
179,110560,24846,2011-07-14,17
180,123119,25153,2012-06-28,20
181,321674,25156,2019-06-06,1
182,47256,25166,2007-01-20,9
183,434618,25192,2023-07-07,8
184,351358,25438,2020-07-12,19
185,377737,25438,2021-07-23,18
186,409121,25481,2022-08-30,13
187,368708,25488,2021-03-11,12
188,383866,25488,2021-10-23,8
189,393310,25488,2022-02-18,16
190,409073,25488,2022-08-29,18
191,341872,25498,2020-02-20,21
192,293308,25508,2018-01-18,9
193,346446,25513,2020-04-30,22
194,336011,25782,2019-12-14,18
195,368801,25782,2021-03-11,18
196,391418,25801,2022-01-31,10
197,124805,25809,2012-08-01,19
198,433513,25822,2023-07-05,11
199,434243,25822,2023-07-05,11
200,393448,25824,2022-02-18,17
201,394273,25824,2022-02-20,19
202,267532,25827,2017-02-23,22
203,372271,25827,2021-05-05,11
204,8433,25847,2018-12-21,17
205,81871,25847,2009-05-08,16
206,312934,25848,2019-02-09,14
207,283162,25852,2017-09-13,10
208,293278,25852,2018-01-18,9
209,393184,25852,2022-02-18,16
210,391395,25866,2022-01-31,9
211,283183,26105,2017-09-13,13
212,110507,26130,2011-07-13,9
213,434576,26130,2023-07-06,16
214,283228,26149,2017-09-13,21
215,317331,26155,2019-04-08,18
216,267546,26167,2017-02-23,23
217,356939,26169,2020-09-27,5
218,321796,26184,2019-06-06,8
219,322129,26190,2019-06-08,18
220,393793,26447,2022-02-19,4
221,433617,26447,2023-07-05,13
222,434347,26447,2023-07-05,13
223,2773,26448,2018-10-07,1
224,341570,26462,2020-02-16,15
225,443462,26467,2023-11-02,18
226,355414,26468,2020-09-05,21
227,1552,26509,2018-09-21,18
228,321813,26511,2019-06-06,9
229,321689,26514,2019-06-06,1
230,393805,26534,2022-02-19,7
231,407010,26550,2022-08-01,15
232,435106,26777,2023-07-12,12
233,394263,26793,2022-02-20,17
234,394060,26796,2022-02-19,18
235,123677,26801,2012-07-11,14
236,358640,26801,2020-10-21,19
237,358644,26801,2020-10-21,20
238,110924,26816,2011-07-24,9
239,356951,26821,2020-09-27,9
240,391277,26828,2022-01-29,12
241,10260,26830,2019-01-08,0
242,110496,26853,2011-07-12,22
243,112576,26853,2011-09-12,17
244,267500,26853,2017-02-23,19
245,97975,26856,2010-07-16,12
246,116720,26866,2012-01-03,14
247,357424,26872,2020-10-04,13
248,56627,26874,2007-07-24,10
249,52909,26875,2007-05-10,23
250,392972,26891,2022-02-18,15
251,65109,26893,2008-01-31,13
252,393886,26893,2022-02-19,11
253,321998,26894,2019-06-08,5
254,82556,26907,2009-05-26,4
255,341037,27129,2020-02-09,22
256,354577,27134,2020-08-26,0
257,372956,27134,2021-05-16,6
258,376584,27134,2021-07-06,15
259,434620,27190,2023-07-07,8
260,342118,27195,2020-02-23,16
261,391437,27234,2022-01-31,10
262,397368,27235,2022-03-31,21
263,391431,27489,2022-01-31,10
264,434636,27496,2023-07-07,10
265,434726,27496,2023-07-08,11
266,402793,27525,2022-06-09,15
267,321614,27538,2019-06-06,0
268,110577,27560,2011-07-14,20
269,71497,27562,2008-08-02,8
270,413329,27562,2022-10-23,21
271,433568,27563,2023-07-05,12
272,434298,27563,2023-07-05,12
273,344346,27820,2020-03-29,14
274,341076,27837,2020-02-10,9
275,321789,27856,2019-06-06,8
276,87136,27898,2009-10-03,15
277,66580,27900,2008-03-12,6
278,66592,27901,2008-03-12,11
279,354650,27902,2020-08-26,14
280,117443,27905,2012-01-22,18
281,433327,27905,2023-07-05,9
282,434057,27905,2023-07-05,9
283,306314,27918,2018-07-01,14
284,433552,28142,2023-07-05,11
285,434282,28142,2023-07-05,11
286,391417,28181,2022-01-31,9
287,122221,28210,2012-06-08,18
288,124211,28220,2012-07-20,15
289,393924,28242,2022-02-19,12
290,433460,28258,2023-07-05,10
291,434190,28258,2023-07-05,10
292,393895,28259,2022-02-19,11
293,433444,28260,2023-07-05,10
294,434174,28260,2023-07-05,10
295,42512,28489,2006-11-08,8
296,36719,28490,2006-07-18,22
297,122238,28490,2012-06-08,21
298,392898,28496,2022-02-18,15
299,359158,28498,2020-10-30,6
300,344363,28501,2020-03-29,16
301,132459,28521,2012-12-26,14
302,354010,28532,2020-08-17,19
303,309465,28533,2018-08-10,11
304,87802,28561,2009-10-21,16
305,46979,28562,2007-01-18,20
306,340984,28562,2020-02-09,18
307,378333,28563,2021-08-02,11
308,45354,28571,2006-12-31,11
309,394431,28601,2022-02-21,13
310,391388,28603,2022-01-31,9
311,393912,28605,2022-02-19,12
312,70958,28606,2008-07-19,8
313,351712,28606,2020-07-17,16
314,402450,28606,2022-06-05,19
315,433406,28613,2023-07-05,10
316,434136,28613,2023-07-05,10
317,441856,28824,2023-10-13,16
318,326909,28840,2019-08-10,18
319,283137,28846,2017-09-13,9
320,394356,28846,2022-02-21,8
321,443474,28846,2023-11-02,19
322,349911,28850,2020-06-22,10
323,341967,28860,2020-02-22,12
324,393647,28865,2022-02-18,19
325,433401,28878,2023-07-05,10
326,434131,28878,2023-07-05,10
327,110497,28904,2011-07-12,23
328,349304,28904,2020-06-13,0
329,322050,28908,2019-06-08,15
330,82569,28917,2009-05-26,8
331,372200,28922,2021-05-04,12
332,112606,28930,2011-09-12,19
333,47095,28939,2007-01-19,8
334,107957,28941,2011-05-01,23
335,393633,28946,2022-02-18,18
336,322016,28948,2019-06-08,10
337,440709,28948,2023-09-28,19
338,326930,29171,2019-08-10,19
339,122852,29181,2012-06-22,20
340,331243,29184,2019-10-11,19
341,434557,29185,2023-07-06,13
342,434573,29185,2023-07-06,15
343,414403,29213,2022-11-05,15
344,283121,29220,2017-09-13,9
345,368803,29238,2021-03-11,18
346,419993,29239,2023-01-11,21
347,322362,29246,2019-06-11,16
348,394014,29247,2022-02-19,16
349,394142,29249,2022-02-20,9
350,341032,29257,2020-02-09,21
351,393603,29257,2022-02-18,18
352,393664,29257,2022-02-18,19
353,112617,29258,2011-09-12,19
354,408447,29262,2022-08-21,16
355,342172,29264,2020-02-24,14
356,394291,29271,2022-02-20,20
357,342100,29272,2020-02-23,14
358,348874,29272,2020-06-06,18
359,110580,29282,2011-07-14,20
360,429142,29285,2023-05-15,21
361,99213,29286,2010-08-24,19
362,283199,29318,2017-09-13,14
363,393535,29515,2022-02-18,17
364,393579,29525,2022-02-18,18
365,394139,29556,2022-02-20,9
366,354915,29560,2020-08-30,9
367,393580,29567,2022-02-18,18
368,375975,29569,2021-06-27,13
369,44045,29580,2006-12-07,14
370,283158,29581,2017-09-13,10
371,443466,29581,2023-11-02,18
372,290290,29586,2017-12-14,13
373,433384,29586,2023-07-05,10
374,434114,29586,2023-07-05,10
375,122951,29588,2012-06-25,15
376,368951,29589,2021-03-13,16
377,392884,29589,2022-02-18,15
378,372199,29590,2021-05-04,12
379,433210,29596,2023-07-05,9
380,433940,29596,2023-07-05,9
381,340905,29599,2020-02-09,16
382,394133,29599,2022-02-20,9
383,109773,29616,2011-06-23,17
384,394720,29620,2022-02-24,11
385,112609,29628,2011-09-12,19
386,393832,29873,2022-02-19,9
387,394151,29873,2022-02-20,10
388,424355,29873,2023-03-13,12
389,405720,29875,2022-07-16,13
390,112296,29889,2011-09-05,21
391,112594,29889,2011-09-12,18
392,433745,29891,2023-07-05,18
393,434475,29891,2023-07-05,18
394,433484,29896,2023-07-05,10
395,434214,29896,2023-07-05,10
396,393259,29898,2022-02-18,16
397,84868,29902,2009-07-30,20
398,380983,29912,2021-09-11,16
399,433159,29914,2023-07-05,9
400,433889,29914,2023-07-05,9
401,332102,29916,2019-10-22,11
402,370354,29916,2021-04-05,18
403,433164,29919,2023-07-05,9
404,433894,29919,2023-07-05,9
405,84508,29920,2009-07-19,19
406,433431,29925,2023-07-05,10
407,434161,29925,2023-07-05,10
408,322099,29928,2019-06-08,16
409,363277,29929,2020-12-27,10
410,392881,29930,2022-02-18,15
411,433607,29930,2023-07-05,12
412,434337,29930,2023-07-05,12
413,434643,29930,2023-07-07,11
414,321783,29935,2019-06-06,7
415,115517,29939,2011-12-07,21
416,112661,29944,2011-09-13,13
417,310117,29969,2018-08-20,12
418,107977,30187,2011-05-02,15
419,433265,30193,2023-07-05,9
420,433995,30193,2023-07-05,9
421,305562,30203,2018-06-22,6
422,433759,30205,2023-07-05,20
423,434489,30205,2023-07-05,20
424,292029,30214,2018-01-03,11
425,134608,30217,2013-01-30,8
426,443463,30218,2023-11-02,18
427,393102,30242,2022-02-18,15
428,393822,30244,2022-02-19,8
429,389987,30245,2022-01-10,15
430,435513,30246,2023-07-17,17
431,99201,30247,2010-08-24,16
432,366365,30247,2021-02-07,10
433,401538,30247,2022-05-23,20
434,394336,30248,2022-02-20,22
435,352514,30249,2020-07-29,15
436,433605,30265,2023-07-05,12
437,434335,30265,2023-07-05,12
438,308726,30266,2018-07-31,12
439,393592,30266,2022-02-18,18
440,394081,30266,2022-02-19,20
441,393016,30272,2022-02-18,15
442,116709,30290,2012-01-03,13
443,392807,30291,2022-02-18,10
444,321591,30296,2019-06-06,0
445,394058,30537,2022-02-19,18
446,393869,30538,2022-02-19,10
447,405721,30556,2022-07-16,13
448,364734,30558,2021-01-12,12
449,368731,30571,2021-03-11,12
450,368749,30571,2021-03-11,13
451,110593,30573,2011-07-14,23
452,138458,30573,2013-04-18,16
453,293712,30574,2018-01-18,22
454,392908,30592,2022-02-18,15
455,433578,30599,2023-07-05,12
456,434308,30599,2023-07-05,12
457,394565,30600,2022-02-22,17
458,434819,30604,2023-07-09,9
459,307255,30606,2018-07-13,0
460,322031,30615,2019-06-08,13
461,394199,30615,2022-02-20,13
462,394270,30615,2022-02-20,18
463,435324,30615,2023-07-15,9
464,121876,30620,2012-05-29,12
465,322066,30620,2019-06-08,16
466,283185,30622,2017-09-13,13
467,97660,30627,2010-07-09,14
468,321679,30631,2019-06-06,1
469,393842,30644,2022-02-19,9
470,47297,30656,2007-01-20,11
471,354329,30656,2020-08-22,13
472,395014,30678,2022-02-28,13
473,434959,30684,2023-07-10,20
474,293584,30900,2018-01-18,11
475,393058,30914,2022-02-18,15
476,290078,30924,2017-12-11,22
477,433364,30924,2023-07-05,9
478,434094,30924,2023-07-05,9
479,99154,30925,2010-08-23,13
480,293645,30936,2018-01-18,13
481,55048,30942,2007-06-20,18
482,433262,30942,2023-07-05,9
483,433992,30942,2023-07-05,9
484,86076,30945,2009-09-03,18
485,46024,30947,2007-01-07,15
486,8401,30951,2018-12-21,13
487,122229,30951,2012-06-08,19
488,267408,30951,2017-02-23,16
489,432372,30951,2023-06-25,19
490,433482,30951,2023-07-05,10
491,434212,30951,2023-07-05,10
492,433717,30953,2023-07-05,17
493,434447,30953,2023-07-05,17
494,96170,30968,2010-05-31,19
495,307609,30971,2018-07-17,16
496,321622,30978,2019-06-06,0
497,321610,30979,2019-06-06,0
498,341970,31227,2020-02-22,13
499,368676,31234,2021-03-11,11
500,86970,31245,2009-09-29,16
501,341573,31265,2020-02-16,16
502,433678,31269,2023-07-05,15
503,434408,31269,2023-07-05,15
504,393188,31273,2022-02-18,16
505,127529,31278,2012-09-24,18
506,433432,31279,2023-07-05,10
507,434162,31279,2023-07-05,10
508,433273,31282,2023-07-05,9
509,434003,31282,2023-07-05,9
510,433598,31284,2023-07-05,12
511,434328,31284,2023-07-05,12
512,434908,31284,2023-07-10,10
513,394471,31287,2022-02-21,16
514,391407,31293,2022-01-31,9
515,323868,31294,2019-06-30,10
516,328068,31296,2019-08-27,20
517,366379,31297,2021-02-07,11
518,347042,31300,2020-05-10,20
519,382446,31306,2021-10-03,22
520,354657,31307,2020-08-26,15
521,433707,31307,2023-07-05,16
522,434437,31307,2023-07-05,16
523,307297,31311,2018-07-13,13
524,321793,31316,2019-06-06,8
525,341194,31316,2020-02-11,11
526,292063,31317,2018-01-03,13
527,434556,31562,2023-07-06,13
528,393341,31589,2022-02-18,16
529,128660,31595,2012-10-16,16
530,431957,31598,2023-06-20,17
531,344438,31599,2020-03-30,21
532,354625,31619,2020-08-26,11
533,99379,31623,2010-08-29,13
534,321728,31624,2019-06-06,5
535,393057,31638,2022-02-18,15
536,393538,31638,2022-02-18,17
537,394173,31638,2022-02-20,11
538,387261,31639,2021-12-08,11
539,433488,31639,2023-07-05,10
540,434218,31639,2023-07-05,10
541,406257,31653,2022-07-22,13
542,373314,31659,2021-05-21,14
543,432677,31660,2023-06-29,12
544,391446,31664,2022-01-31,11
545,352764,31670,2020-08-02,10
546,433245,31676,2023-07-05,9
547,433975,31676,2023-07-05,9
548,356953,31710,2020-09-27,9
549,112362,31899,2011-09-07,15
550,433529,31899,2023-07-05,11
551,434259,31899,2023-07-05,11
552,433732,31923,2023-07-05,18
553,434462,31923,2023-07-05,18
554,393003,31941,2022-02-18,15
555,434552,31955,2023-07-06,12
556,393494,31961,2022-02-18,17
557,433417,31965,2023-07-05,10
558,434147,31965,2023-07-05,10
559,290055,31976,2017-12-11,18
560,263810,31980,2017-01-11,14
561,283153,31988,2017-09-13,10
562,37353,32006,2006-07-28,23
563,393727,32006,2022-02-18,21
564,394345,32006,2022-02-21,7
565,113174,32024,2011-09-29,13
566,393682,32247,2022-02-18,19
567,309010,32253,2018-08-04,12
568,354674,32259,2020-08-26,21
569,116794,32267,2012-01-05,8
570,433288,32270,2023-07-05,9
571,434018,32270,2023-07-05,9
572,394349,32277,2022-02-21,7
573,443406,32277,2023-11-02,12
574,54351,32280,2007-06-08,19
575,434608,32281,2023-07-06,22
576,293420,32282,2018-01-18,10
577,293419,32283,2018-01-18,10
578,393024,32285,2022-02-18,15
579,392923,32290,2022-02-18,15
580,392949,32290,2022-02-18,15
581,125583,32297,2012-08-19,15
582,278516,32299,2017-07-12,19
583,433543,32299,2023-07-05,11
584,434273,32299,2023-07-05,11
585,99930,32302,2010-09-15,20
586,116119,32305,2011-12-25,12
587,126239,32305,2012-08-31,10
588,340876,32305,2020-02-09,16
589,393161,32307,2022-02-18,16
590,293466,32309,2018-01-18,10
591,433140,32309,2023-07-05,8
592,433870,32309,2023-07-05,8
593,433571,32313,2023-07-05,12
594,434301,32313,2023-07-05,12
595,55471,32330,2007-06-29,12
596,392858,32330,2022-02-18,14
597,280203,32333,2017-08-03,18
598,322128,32336,2019-06-08,18
599,116813,32346,2012-01-05,12
600,366358,32347,2021-02-07,9
601,393627,32348,2022-02-18,18
602,317342,32349,2019-04-08,19
603,433409,32349,2023-07-05,10
604,434139,32349,2023-07-05,10
605,59469,32351,2007-09-27,22
606,433441,32360,2023-07-05,10
607,434171,32360,2023-07-05,10
608,433297,32391,2023-07-05,9
609,434027,32391,2023-07-05,9
610,307382,32601,2018-07-14,15
611,11337,32611,2005-04-07,12
612,350889,32613,2020-07-05,13
613,391463,32615,2022-01-31,12
614,368302,32635,2021-03-06,11
615,441393,32635,2023-10-07,15
616,433184,32640,2023-07-05,9
617,433914,32640,2023-07-05,9
618,315538,32645,2019-03-16,13
619,279157,32648,2017-07-20,18
620,283217,32650,2017-09-13,18
621,127535,32651,2012-09-24,18
622,350548,32656,2020-06-30,12
623,433205,32669,2023-07-05,9
624,433935,32669,2023-07-05,9
625,426159,32670,2023-04-04,20
626,433284,32671,2023-07-05,9
627,433507,32671,2023-07-05,11
628,434014,32671,2023-07-05,9
629,434237,32671,2023-07-05,11
630,394043,32672,2022-02-19,17
631,394368,32672,2022-02-21,9
632,368784,32673,2021-03-11,16
633,397896,32683,2022-04-07,19
634,348857,32687,2020-06-06,14
635,436479,32691,2023-07-31,18
636,393572,32695,2022-02-18,18
637,99203,32710,2010-08-24,16
638,71922,32728,2008-08-13,19
639,420036,32735,2023-01-12,10
640,411670,32921,2022-10-03,12
641,393315,32927,2022-02-18,16
642,392973,32931,2022-02-18,15
643,125957,32979,2012-08-25,18
644,340986,32986,2020-02-09,19
645,1683,32989,2018-09-23,9
646,325636,32992,2019-07-25,9
647,382399,32995,2021-10-03,8
648,7727,32998,2018-12-12,17
649,84144,33000,2009-07-08,20
650,110495,33000,2011-07-12,21
651,132278,33014,2012-12-23,11
652,283127,33014,2017-09-13,9
653,112598,33015,2011-09-12,18
654,433750,33015,2023-07-05,19
655,434480,33015,2023-07-05,19
656,393527,33018,2022-02-18,17
657,393675,33018,2022-02-18,19
658,293353,33025,2018-01-18,10
659,433583,33028,2023-07-05,12
660,434313,33028,2023-07-05,12
661,328657,33030,2019-09-05,16
662,122854,33049,2012-06-22,19
663,383642,33071,2021-10-20,12
664,394042,33073,2022-02-19,17
665,393167,33266,2022-02-18,16
666,391452,33271,2022-01-31,11
667,393549,33271,2022-02-18,17
668,293608,33273,2018-01-18,12
669,293638,33289,2018-01-18,13
670,283136,33291,2017-09-13,9
671,86053,33292,2009-09-03,8
672,391492,33297,2022-01-31,16
673,394335,33309,2022-02-20,22
674,112600,33312,2011-09-12,18
675,393569,33312,2022-02-18,18
676,433099,33322,2023-07-05,8
677,433829,33322,2023-07-05,8
678,394040,33325,2022-02-19,17
679,113991,33326,2011-10-25,9
680,394233,33329,2022-02-20,15
681,55401,33343,2007-06-27,15
682,95552,33343,2010-05-15,13
683,340725,33345,2020-02-09,13
684,96850,33346,2010-06-19,19
685,393752,33346,2022-02-18,22
686,4471,33353,2018-10-29,17
687,128080,33353,2012-10-05,16
688,97916,33354,2010-07-14,16
689,354670,33606,2020-08-26,18
690,425766,33607,2023-03-30,17
691,99293,33620,2010-08-26,17
692,433470,33620,2023-07-05,10
693,434200,33620,2023-07-05,10
694,397856,33621,2022-04-07,14
695,117019,33626,2012-01-10,6
696,433624,33639,2023-07-05,13
697,434354,33639,2023-07-05,13
698,393004,33651,2022-02-18,15
699,392924,33653,2022-02-18,15
700,44039,33657,2006-12-07,12
701,322061,33657,2019-06-08,15
702,1586,33658,2018-09-22,0
703,281288,33658,2017-08-19,17
704,302866,33662,2018-05-16,18
705,434653,33666,2023-07-07,13
706,1502,33667,2018-09-21,8
707,112933,33667,2011-09-21,13
708,275295,33667,2017-06-06,20
709,112602,33668,2011-09-12,19
710,434668,33668,2023-07-07,15
711,434672,33668,2023-07-07,16
712,434716,33668,2023-07-08,6
713,322020,33683,2019-06-08,11
714,380021,33683,2021-08-29,8
715,423229,33683,2023-02-25,12
716,322036,33704,2019-06-08,13
717,322037,33706,2019-06-08,13
718,393518,33708,2022-02-18,17
719,42089,33711,2006-11-01,1
720,124985,33714,2012-08-06,12
721,112671,33751,2011-09-13,18
722,443444,33958,2023-11-02,16
723,70143,33960,2008-06-24,23
724,293497,33971,2018-01-18,10
725,392842,33976,2022-02-18,14
726,281091,33999,2017-08-16,18
727,340924,34008,2020-02-09,17
728,394114,34008,2022-02-20,8
729,356940,34017,2020-09-27,6
730,369763,34019,2021-03-27,17
731,303509,34021,2018-05-25,16
732,127567,34023,2012-09-25,8
733,434521,34025,2023-07-06,8
734,340695,34026,2020-02-09,12
735,393697,34029,2022-02-18,20
736,405931,34031,2022-07-18,21
737,267778,34035,2017-02-27,16
738,393052,34040,2022-02-18,15
739,398066,34040,2022-04-09,19
740,393051,34041,2022-02-18,15
741,326862,34055,2019-08-10,16
742,433317,34055,2023-07-05,9
743,433626,34055,2023-07-05,13
744,434047,34055,2023-07-05,9
745,434356,34055,2023-07-05,13
746,322010,34095,2019-06-08,9
747,375992,34095,2021-06-27,20
748,433487,34095,2023-07-05,10
749,434217,34095,2023-07-05,10
750,434616,34294,2023-07-07,7
751,393345,34296,2022-02-18,16
752,433473,34297,2023-07-05,10
753,434203,34297,2023-07-05,10
754,275440,34310,2017-06-07,19
755,307145,34313,2018-07-11,16
756,368958,34313,2021-03-13,20
757,53756,34320,2007-05-29,7
758,71911,34329,2008-08-13,18
759,393628,34338,2022-02-18,18
760,432873,34341,2023-07-02,11
761,326912,34342,2019-08-10,18
762,433180,34354,2023-07-05,9
763,433910,34354,2023-07-05,9
764,33170,34361,2006-05-10,17
765,433561,34361,2023-07-05,11
766,434291,34361,2023-07-05,11
767,354227,34364,2020-08-20,19
768,127589,34365,2012-09-25,14
769,327208,34372,2019-08-14,15
770,393591,34372,2022-02-18,18
771,424005,34372,2023-03-08,23
772,393923,34377,2022-02-19,12
773,109608,34380,2011-06-18,10
774,284543,34384,2017-10-01,12
775,283130,34385,2017-09-13,9
776,302855,34387,2018-05-16,17
777,391420,34396,2022-01-31,10
778,393439,34397,2022-02-18,17
779,393868,34397,2022-02-19,10
780,433457,34434,2023-07-05,10
781,434187,34434,2023-07-05,10
782,424380,34637,2023-03-13,14
783,355531,34643,2020-09-07,17
784,379249,34643,2021-08-16,21
785,407503,34643,2022-08-08,17
786,112610,34648,2011-09-12,19
787,293820,34661,2018-01-20,10
788,393117,34664,2022-02-18,15
789,418134,34667,2022-12-22,10
790,361677,34668,2020-12-05,12
791,97851,34675,2010-07-12,18
792,276765,34707,2017-06-22,17
793,283758,34718,2017-09-21,8
794,433250,34718,2023-07-05,9
795,433980,34718,2023-07-05,9
796,55336,34721,2007-06-26,14
797,436469,34722,2023-07-31,15
798,344385,34725,2020-03-29,20
799,372742,34729,2021-05-12,11
800,112590,34980,2011-09-12,18
801,112620,34984,2011-09-12,20
802,433704,34998,2023-07-05,16
803,434434,34998,2023-07-05,16
804,291985,35002,2018-01-03,6
805,341885,35002,2020-02-20,23
806,326466,35008,2019-08-05,21
807,290058,35012,2017-12-11,18
808,354611,35021,2020-08-26,8
809,419447,35024,2023-01-04,8
810,42235,35030,2006-11-02,18
811,322108,35037,2019-06-08,17
812,66252,35038,2008-03-02,14
813,434820,35038,2023-07-09,9
814,435040,35038,2023-07-11,15
815,293743,35044,2018-01-19,10
816,431110,35046,2023-06-10,14
817,94402,35048,2010-04-12,6
818,5355,35051,2018-11-10,12
819,97180,35054,2010-06-28,7
820,112319,35067,2011-09-06,16
